HEADING,PITCH,ROLL,TEMP,DEPTH,Ax,Ay,Az,Vh,NetV,NetA
84.9,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.032707214,-0.025943156,0.016358068,-0.6734748,-0.0010000467
84.9,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.032707214,-0.02494317,0.016358068,-0.6785332,-0.0010000467
84.9,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.032707214,-0.025943156,0.016358068,-0.68363917,-0.0010000467
84.9,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.032707214,-0.02494317,0.016358068,-0.6886976,-0.0010000467
84.9,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.032707214,-0.025943156,0.016358068,-0.69380355,-0.0010000467
84.9,0.29999924,1.0,0,0.0,7.640617E-4,-0.03445241,-0.02768835,0.01723044,-0.69899267,0.0
84.9,0.29999924,1.0,0,0.0,7.640617E-4,-0.03445241,-0.02768835,0.01723044,-0.7041818,0.0
84.9,0.29999924,1.0,0,0.0,7.640617E-4,-0.03445241,-0.028688338,0.01723044,-0.70941854,0.0
84.9,0.29999924,1.0,0,0.0,7.640617E-4,-0.033452407,-0.02768835,0.016730566,-0.71460766,0.0
84.9,0.29999924,1.0,0,0.0,7.640617E-4,-0.033452407,-0.02768835,0.016730566,-0.7197968,0.0
84.9,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.03070721,-0.025943156,0.015358358,-0.72490275,0.0
84.9,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.03070721,-0.025943156,0.015358358,-0.7300087,0.0
85.0,0.29999924,0.8999939,0,0.0,-2.3592543E-4,-0.031707212,-0.02494317,0.015854046,-0.7350671,-0.0010000467
85.0,0.29999924,0.8999939,0,0.0,-2.3592543E-4,-0.031707212,-0.025943156,0.015854046,-0.7401731,0.0
85.0,0.29999924,0.8999939,0,0.0,-2.3592543E-4,-0.031707212,-0.025943156,0.015854046,-0.7452791,0.0
85.0,0.29999924,0.8999939,0,0.0,-2.3592543E-4,-0.03070721,-0.025943156,0.015354059,-0.75038505,0.0
85.0,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.031707212,-0.025943156,0.015858209,-0.755491,-0.0010000467
85.0,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.031707212,-0.025943156,0.015858209,-0.760597,-0.0010000467
85.0,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.031707212,-0.025943156,0.015858209,-0.76570296,-0.0010000467
85.0,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.032707214,-0.025943156,0.016358068,-0.77080894,0.0
84.9,0.29999924,0.8999939,0,0.0,-2.3592543E-4,-0.032707214,-0.026943143,0.016354032,-0.77596253,9.999275E-4
84.9,0.29999924,1.0,0,0.0,7.640617E-4,-0.03445241,-0.029688325,0.01723044,-0.7812469,9.999275E-4
84.9,0.29999924,1.0,0,0.0,7.640617E-4,-0.03445241,-0.029688325,0.01723044,-0.78653127,9.999275E-4
84.9,0.29999924,1.0,0,0.0,7.640617E-4,-0.033452407,-0.028688338,0.016730566,-0.791768,0.0
84.9,0.29999924,1.0,0,0.0,7.640617E-4,-0.033452407,-0.028688338,0.016730566,-0.79700476,0.0
84.7,0.29999924,1.0,0,0.0,0.0017640488,-0.033452407,-0.028688338,0.016749443,-0.8022415,9.999275E-4
84.7,0.29999924,1.0,0,0.0,7.640617E-4,-0.032452404,-0.028688338,0.016230699,-0.80747825,0.0
84.7,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.03070721,-0.026943143,0.015358358,-0.81263185,9.999275E-4
84.7,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.03070721,-0.02794313,0.015358358,-0.81783307,9.999275E-4
84.7,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.03070721,-0.02794313,0.015358358,-0.8230343,9.999275E-4
84.7,0.29999924,0.8999939,0,0.0,0.0017640488,-0.03070721,-0.02794313,0.015378919,-0.8282355,9.999275E-4
84.7,0.29999924,0.8999939,0,0.0,7.640617E-4,-0.03070721,-0.026943143,0.015358358,-0.8333891,9.999275E-4
84.7,0.29999924,0.8999939,0,0.0,0.0017640488,-0.03070721,-0.026943143,0.015378919,-0.8385427,0.0
84.7,0.29999924,0.8999939,0,0.0,0.0017640488,-0.03070721,-0.02794313,0.015378919,-0.8437439,9.999275E-4
84.7,0.29999924,0.8999939,0,0.0,0.0017640488,-0.03070721,-0.02794313,0.015378919,-0.84894514,9.999275E-4
84.7,0.29999924,0.8999939,0,0.0,0.0017640488,-0.03070721,-0.02794313,0.015378919,-0.85414636,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.03070721,-0.03068842,0.015353608,-0.85947835,0.0019999743
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.03070721,-0.03068842,0.015353608,-0.86481035,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.03070721,-0.029688433,0.015353608,-0.8700947,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.03070721,-0.029688433,0.015353608,-0.8753791,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.03070721,-0.029688433,0.015353608,-0.88066345,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.03070721,-0.029688433,0.015353608,-0.8859478,0.0
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.029707216,-0.029688433,0.014853611,-0.8912322,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.029707216,-0.029688433,0.014853611,-0.89651656,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.029707216,-0.029688433,0.014853611,-0.90180093,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.029707216,-0.029688433,0.014853611,-0.9070853,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.03070721,-0.029688433,0.015353608,-0.91236967,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,0.0010187626,-0.03070721,-0.029688433,0.015362053,-0.91765404,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,0.0010187626,-0.03070721,-0.03068842,0.015362053,-0.92298603,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,0.0010187626,-0.029707216,-0.03068842,0.01486234,-0.928318,9.999275E-4
84.5,0.39999962,0.8999939,0,0.0,0.0010187626,-0.03070721,-0.03068842,0.015362053,-0.93365,9.999275E-4
84.5,0.39999962,0.8999939,0,0.0,0.0010187626,-0.03070721,-0.03068842,0.015362053,-0.938982,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.03070721,-0.03068842,0.015353608,-0.944314,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.029707216,-0.029688433,0.014853611,-0.9495984,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,1.874566E-5,-0.029707216,-0.03068842,0.014853611,-0.95493037,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,0.0010187626,-0.029707216,-0.029688433,0.01486234,-0.96021473,9.999275E-4
84.6,0.39999962,0.8999939,0,0.0,0.0010187626,-0.029707216,-0.029688433,0.01486234,-0.9654991,9.999275E-4
84.6,0.39999962,0.80000305,0,0.0,1.874566E-5,-0.026962237,-0.027943457,0.0134811215,-0.9707004,9.999275E-4
84.6,0.39999962,0.80000305,0,0.0,1.874566E-5,-0.026962237,-0.027943457,0.0134811215,-0.97590166,9.999275E-4
84.6,0.39999962,0.80000305,0,0.0,1.874566E-5,-0.026962237,-0.027943457,0.0134811215,-0.98110294,9.999275E-4
84.7,0.39999962,0.80000305,0,0.0,1.874566E-5,-0.025962235,-0.027943457,0.012981121,-0.9863042,9.999275E-4
84.7,0.39999962,0.80000305,0,0.0,1.874566E-5,-0.025962235,-0.027943457,0.012981121,-0.9915055,0.0019999743
84.7,0.39999962,0.80000305,0,0.0,1.874566E-5,-0.025962235,-0.027943457,0.012981121,-0.9967068,9.999275E-4
84.7,0.39999962,0.80000305,0,0.0,1.874566E-5,-0.025962235,-0.028943444,0.012981121,-1.0019556,0.0019999743
84.7,0.39999962,0.80000305,0,0.0,1.874566E-5,-0.026962237,-0.027943457,0.0134811215,-1.0071568,9.999275E-4
84.7,0.39999962,0.80000305,0,0.0,1.874566E-5,-0.026962237,-0.027943457,0.0134811215,-1.0123581,0.0019999743
84.7,0.39999962,0.80000305,0,0.0,-9.812415E-4,-0.026962237,-0.028943444,0.013490043,-1.017607,0.0019999743
84.7,0.39999962,0.80000305,0,0.0,-9.812415E-4,-0.026962237,-0.028943444,0.013490043,-1.0228559,0.0019999743
84.7,0.39999962,0.80000305,0,0.0,-9.812415E-4,-0.026962237,-0.028943444,0.013490043,-1.0281048,0.0019999743
84.7,0.39999962,0.80000305,0,0.0,1.874566E-5,-0.026962237,-0.028943444,0.0134811215,-1.0333537,0.0019999743
